Date;MICROSOFT ;CREDIT SUISSE ASST.MAN. ;BOEING ;COCA COLA ;NIKE
27/10/2000;67.69;6.25;63.75;58.94;38.31
30/10/2000;69.06;6.19;64.69;59.88;38.94
31/10/2000;68.88;6.25;67.81;60.38;39.94
1/11/2000;69.63;6.38;65.75;60.88;39.88
2/11/2000;70.31;6.31;66.13;60.75;42.44
3/11/2000;68.25;6.25;66.06;59.31;41.38
6/11/2000;69.5;6.06;66.06;60.5;42.69
7/11/2000;70.5;6.19;65.19;60.06;43
8/11/2000;69.44;6.13;65;60.19;44.5
9/11/2000;70.88;6.06;65.69;62.31;43.63
10/11/2000;67.38;6.06;63.5;61.88;41.56
13/11/2000;66.44;6;62.81;61.06;41.38
14/11/2000;68.81;6.13;64.38;60.56;41.75
15/11/2000;70.06;6.06;63.56;61.31;42.13
16/11/2000;68.94;6.06;65.81;61.94;41.31
17/11/2000;69.06;5.94;65.38;61.44;41.69
20/11/2000;67.19;5.88;65.56;56.56;40
21/11/2000;67.75;5.81;68.63;55.25;40
22/11/2000;68.25;5.88;65.13;59.56;40.25
23/11/2000;68.25;5.88;65.13;59.56;40.25
24/11/2000;69.94;5.75;65.69;59;40.5
27/11/2000;70.69;5.75;67.38;59.56;43
28/11/2000;67;5.63;67.5;60.44;43.94
29/11/2000;65.06;5.69;69.94;62.13;42.81
30/11/2000;57.38;5.75;69.06;62.63;42.63
1/12/2000;56.63;5.44;65.81;62.19;43.69
4/12/2000;56.44;5.38;64.81;62.75;45
5/12/2000;59.88;5.44;68.94;61.44;44.25
6/12/2000;56.69;5.56;67.38;60.88;43.31
7/12/2000;53.13;5.56;66.81;62.38;41.63
8/12/2000;54.44;5.56;69.94;60.88;42.56
11/12/2000;58.06;5.44;68.38;58.31;44
12/12/2000;58.38;5.44;69.13;58;44.81
13/12/2000;57.25;5.44;67.88;57.81;45.06
14/12/2000;55.5;5.5;67.25;57;48
15/12/2000;49.19;5.56;64.88;53.5;47.63
18/12/2000;47.81;5.88;68.5;54.88;46.69
19/12/2000;44.81;5.75;66.38;56.75;47.56
20/12/2000;41.5;5.63;65;56.25;49.13
21/12/2000;43.44;5.56;64.63;59.38;49.25
22/12/2000;46.44;5.56;63.44;58.88;51.19
25/12/2000;46.44;5.56;63.44;58.88;51.19
26/12/2000;46.88;5.63;63;60;54.06
27/12/2000;46.44;5.5;64.06;60.56;56.69
28/12/2000;44.56;5.56;65.44;61.06;56.75
29/12/2000;43.38;5.5;66;60.94;55.81
1/01/2001;43.38;5.5;66;60.94;55.81
2/01/2001;43.38;5.63;62;60.81;54.13
3/01/2001;47.94;5.94;62.56;59.25;55.94
4/01/2001;48.44;6.13;61;57.56;57.38
5/01/2001;49.13;6.38;58.75;57.69;54.88
8/01/2001;48.94;6.31;59;58.63;57.63
9/01/2001;51.81;6.19;58.94;59.38;59.44
10/01/2001;52.88;6.25;60.38;59.13;58.13
11/01/2001;55;6.56;59.13;57.38;57.75
12/01/2001;53.5;6.63;60.63;56.63;56.44
15/01/2001;53.5;6.63;60.63;56.63;56.44
16/01/2001;52.56;6.56;61;57;55.69
17/01/2001;52.94;6.56;58.75;57.94;55.81
18/01/2001;55.5;6.5;57.38;57.13;56.06
19/01/2001;61;6.5;55.69;55.81;52.44
22/01/2001;60.13;6.31;56;55.69;52.94
23/01/2001;60.56;6.38;57.5;56.88;53.13
24/01/2001;62.94;6.44;57.44;58.06;52.38
25/01/2001;61.81;6.63;59.25;58.63;54.19
26/01/2001;64;6.81;58.06;57.94;53
29/01/2001;64.5;6.83;56.46;57.12;52.67
30/01/2001;63.38;6.79;56.15;57.91;53.02
31/01/2001;61.06;6.8;58.5;58;55.02
1/02/2001;62.38;6.71;56.52;57.44;54.75
2/02/2001;60.81;6.7;56.85;57.74;54.95
5/02/2001;61.94;6.61;57.93;59.2;55.3
6/02/2001;62.56;6.6;56.73;59.42;56.85
7/02/2001;64.69;6.55;57.45;60;56.68
8/02/2001;62.25;6.41;57.51;60.61;55.18
9/02/2001;59.13;6.47;57.34;60.14;54.7
12/02/2001;58.75;6.56;59.07;60.82;54.48
13/02/2001;58.19;6.58;60.72;59.96;56.14
14/02/2001;58.38;6.5;60.59;59.5;55.2
15/02/2001;58.81;6.43;60.15;58.37;52.42
16/02/2001;57.31;6.42;59.99;59.36;51.82
19/02/2001;57.31;6.42;59.99;59.36;51.82
20/02/2001;55.88;6.42;61.85;58.47;47.81
21/02/2001;56.25;6.46;60.2;54.92;47.1
22/02/2001;55.19;6.5;61.28;52.99;48.05
23/02/2001;56.75;6.51;61.61;52;49
26/02/2001;59.56;6.48;62.76;52.47;49.17
27/02/2001;59.38;6.45;63.7;52;39.6
28/02/2001;59;6.42;62.2;53.03;39.05
1/03/2001;59.36;6.39;59.65;52.7;38.2
2/03/2001;56.69;6.35;60.1;52.55;37.91
5/03/2001;57.44;6.37;61.91;50.2;37.99
6/03/2001;59.44;6.32;62.13;49.8;39.23
7/03/2001;60.69;6.34;64.1;50.43;40.4
8/03/2001;59.25;6.44;64.75;51.4;40.5
9/03/2001;56.69;6.31;65.5;51.5;40.11
12/03/2001;51.94;6.26;61;50.1;39.17
13/03/2001;54.19;6.18;60.57;48.75;37.83
14/03/2001;54;6.09;58.02;47.67;36.81
15/03/2001;53.69;6.2;56.1;47.65;36.54
16/03/2001;54.56;6.14;53.75;48.65;36.5
19/03/2001;54.31;6.02;56.02;48.4;36.3
20/03/2001;52.69;5.8;55;47.43;38.01
21/03/2001;50.06;5.66;53.85;45.25;40.2
22/03/2001;54;5.74;52;45.72;39.81
23/03/2001;56.56;5.75;53;45.5;40.47
26/03/2001;56.06;5.63;55.44;44.9;39.59
27/03/2001;58.25;5.7;55.2;46.61;39.95
28/03/2001;55.56;5.65;55;45.95;39.73
29/03/2001;55.38;5.75;55.95;44.52;40.23
30/03/2001;54.69;5.78;55.71;45.16;40.55
2/04/2001;55.81;5.88;55.02;45.85;41.19
3/04/2001;53.38;5.75;54.61;44.66;39.41
4/04/2001;51.94;5.63;54.63;45.25;39.98
5/04/2001;56.75;5.52;56.81;45.3;39.6
6/04/2001;56.19;5.6;55.98;45;39.37
9/04/2001;57.15;5.58;56.87;43.9;39.5
10/04/2001;59.68;5.6;59.82;43.65;39.42
11/04/2001;60.04;5.66;59.12;44.13;38.05
12/04/2001;62.18;5.69;60.5;44.57;37.46
13/04/2001;62.18;5.69;60.5;44.57;37.46
16/04/2001;60.79;5.6;59.75;45.41;36.95
17/04/2001;61.48;5.65;60.6;45.7;37.2
18/04/2001;65.43;5.7;61.3;46.75;38.24
19/04/2001;68.04;5.7;60.63;47.5;39.6
20/04/2001;69;5.67;61.7;47;39.74
23/04/2001;68.25;5.67;60.14;47.45;39.8
24/04/2001;67.55;5.58;60.8;47.39;38.25
25/04/2001;69.69;5.7;60.34;48.2;38.98
26/04/2001;69.13;5.73;60.98;46.9;39.83
27/04/2001;67.12;5.74;61.61;47;41.62
30/04/2001;67.75;5.67;61.8;46.19;41.81
1/05/2001;70.17;5.72;63.43;47.63;40.58
2/05/2001;69.76;5.82;64;47.57;41.56
3/05/2001;68.53;5.77;64;46.75;40.94
4/05/2001;70.75;5.84;64.5;46.83;40.62
7/05/2001;71.38;5.87;64.69;46.82;40.52
8/05/2001;72.06;5.86;64.63;46.57;40.96
9/05/2001;70.4;5.91;65;45.76;40.02
10/05/2001;70;6.02;65.95;45.61;39.38
11/05/2001;69.4;5.99;66.01;45.29;38.39
14/05/2001;68.72;6.03;66.74;46.01;38.86
15/05/2001;68.27;5.96;66.59;45.9;39.6
16/05/2001;69.16;5.99;66.75;48.23;42.01
17/05/2001;68.17;5.97;68.79;48.13;42.3
18/05/2001;68.09;6;68.35;48.1;42.4
21/05/2001;68.79;6;68.69;48.29;43.68
22/05/2001;70.31;5.95;68;47.8;45.09
23/05/2001;69.7;5.95;66;48.7;43.7
24/05/2001;71.72;5.95;65.2;49.09;43.75
25/05/2001;70.91;5.97;63.33;48.17;43.48
28/05/2001;70.91;5.97;63.33;48.17;43.48
29/05/2001;70.34;5.95;63.53;48.34;42.46
30/05/2001;69.19;5.99;63.05;47.88;41
31/05/2001;69.18;6;62.89;47.4;41.1
1/06/2001;70.34;5.92;65;47.81;41.31
4/06/2001;70.78;5.94;66.03;47.57;41.16
5/06/2001;72.6;5.94;66.93;47.62;41.42
6/06/2001;72.36;5.96;66.1;46.75;41.4
7/06/2001;73.68;5.96;65.65;46.12;42.34
8/06/2001;73.19;5.94;64.59;46;41.62
11/06/2001;72.12;5.9;64.5;45.93;41.19
12/06/2001;72.08;5.88;65.71;45.91;41.87
13/06/2001;70.69;5.79;65.49;45.85;41.35
14/06/2001;68.9;5.75;63.56;45.02;41.45
15/06/2001;68.02;5.78;64.25;44.26;40.91
18/06/2001;66.88;5.77;64.88;43.77;40.81
19/06/2001;67.32;5.75;61.8;43.75;42.61
20/06/2001;69.41;5.85;61.11;43.93;42
21/06/2001;69.84;5.82;57.75;43.59;43.53
22/06/2001;68.83;5.79;57;42.85;44.55
25/06/2001;68.85;5.77;56.96;43.59;44
26/06/2001;70.14;5.71;57.02;43.95;42.75
27/06/2001;71.14;5.72;57.7;44.18;42.66
28/06/2001;72.74;5.68;57.24;45.35;41.98
29/06/2001;73;5.62;55.6;45;41.99
2/07/2001;70.6;5.6;56.36;45.6;42.15
3/07/2001;70.47;5.65;56.33;45.94;42.52
4/07/2001;70.47;5.65;56.33;45.94;42.52
5/07/2001;68.51;5.64;55.23;45.24;42.09
6/07/2001;66.06;5.63;54.3;44.6;41.8
9/07/2001;65.69;5.54;52.83;45.22;41.5
10/07/2001;64.48;5.55;54.15;44.67;41.13
11/07/2001;66.5;5.56;52.9;45.51;42.36
12/07/2001;71.6;5.56;54.5;45.49;45
13/07/2001;71.34;5.56;55.07;46.01;45.13
16/07/2001;71.18;5.62;55.28;46.98;46.4
17/07/2001;71.82;5.62;56.3;47.13;46.95
18/07/2001;70.57;5.59;57.13;46.22;45.99
19/07/2001;72.57;5.58;56.39;46.7;47.74
20/07/2001;69.18;5.58;56.79;46.11;47.36
23/07/2001;67.09;5.54;56.25;44.48;46.22
24/07/2001;66.32;5.57;55.26;44.2;46.05
25/07/2001;67.48;5.53;56.67;44.98;46.78
26/07/2001;66.59;5.5;58.11;45;47.84
27/07/2001;65.47;5.53;58.14;44.79;46.8
30/07/2001;65.8;5.49;57.4;44.26;46.1
31/07/2001;66.19;5.5;58.53;44.6;47.55
1/08/2001;66.47;5.5;59;44.08;47.81
2/08/2001;67.45;5.44;58.82;43.91;49.79
3/08/2001;66.89;5.4;59.21;44.7;50.15
6/08/2001;66.13;5.41;58.4;44.61;47.53
7/08/2001;66.35;5.41;57.5;44.88;47.77
8/08/2001;64.86;5.42;56.61;45.5;48
9/08/2001;65.01;5.38;56.36;45.61;48.65
10/08/2001;65.52;5.42;56.85;45.67;49.44
13/08/2001;65.83;5.42;56.45;45.8;49.68
14/08/2001;64.69;5.49;55.89;46.04;49.5
15/08/2001;63.2;5.49;54.44;47.58;48.75
16/08/2001;64.62;5.47;55.13;47.71;49.01
17/08/2001;61.88;5.47;54;47.54;48.73
20/08/2001;62.7;5.45;53.34;48.54;48.21
21/08/2001;60.78;5.45;51.94;48.31;48.64
22/08/2001;60.66;5.49;52.3;48.25;48.9
23/08/2001;59.12;5.5;52.17;49.45;49.23
24/08/2001;62.05;5.49;53.63;49.21;51.28
27/08/2001;62.31;5.54;53.06;48.51;50.5
28/08/2001;60.74;5.6;51.65;47.87;50.5
29/08/2001;60.25;5.59;50.7;47.7;50.25
30/08/2001;56.94;5.59;50.5;48.79;49.51
31/08/2001;57.05;5.57;51.2;48.67;50
3/09/2001;57.05;5.57;51.2;48.67;50
4/09/2001;56.1;5.56;49.95;49.5;50.75
5/09/2001;57.74;5.56;50.61;50.45;50.5
6/09/2001;56.02;5.6;48.84;49.51;50.13
7/09/2001;55.4;5.62;45.18;49.73;48.51
10/09/2001;57.58;5.74;43.46;49.95;48.65
11/09/2001;57.58;5.74;43.46;49.95;48.65
12/09/2001;57.58;5.74;43.46;49.95;48.65
13/09/2001;57.58;5.74;43.46;49.95;48.65
14/09/2001;57.58;5.74;43.46;49.95;48.65
17/09/2001;52.91;5.58;35.8;50.2;44.05
18/09/2001;54.32;5.5;33.14;49.47;43.04
19/09/2001;53.87;5.32;32.61;49.5;42.75
20/09/2001;50.76;4.85;29.76;48.35;42.26
21/09/2001;49.71;4.6;30.1;46.8;43.68
24/09/2001;52.01;5.09;32.8;48.03;46.41
25/09/2001;51.3;5.34;34.33;48;45.65
26/09/2001;50.27;5.32;34.29;46.89;45.45
27/09/2001;49.96;5.3;34.4;46.95;45.55
28/09/2001;51.17;5.3;33.5;46.85;46.81
1/10/2001;51.79;5.34;32.4;46.09;46.89
2/10/2001;53.05;5.35;34.25;46.17;48.06
3/10/2001;56.23;5.23;36.59;45.8;48.95
4/10/2001;56.44;5.28;36.38;45.16;47.62
5/10/2001;57.72;5.41;36.26;45.5;47.8
8/10/2001;58.04;5.35;36.62;46.15;47.4
9/10/2001;54.56;5.25;36;46.18;46.76
10/10/2001;55.51;5.27;35.76;46.15;48.25
11/10/2001;56.32;5.34;36.18;46.05;47.91
12/10/2001;56.38;5.32;35.9;44.8;48.08
15/10/2001;58.06;5.24;35.27;44.5;47.65
16/10/2001;58.45;5.27;35.12;44.54;47.53
17/10/2001;56.03;5.23;33.7;44.28;47.43
18/10/2001;56.75;5.21;32.86;46.12;47.62
19/10/2001;57.9;5.26;33.45;48.59;48.13
22/10/2001;60.16;5.21;33.7;48.98;49.32
23/10/2001;60.43;5.26;33.89;48.87;49.13
24/10/2001;61.32;5.26;34.24;48.77;48.78
25/10/2001;62.56;5.33;35.9;49.44;48.99
26/10/2001;62.2;5.36;37.68;49.14;49.64
29/10/2001;59.64;5.34;33.75;48.61;48.85
30/10/2001;58.88;5.28;33.03;48.16;48.06
31/10/2001;58.15;5.4;32.6;47.88;49.36
1/11/2001;61.84;5.25;33.19;48.59;48.98
2/11/2001;61.4;5.25;34.35;48.88;49.18
5/11/2001;63.27;5.3;35.05;49.3;49.48
6/11/2001;64.78;5.24;35.52;49.85;49.97
7/11/2001;64.25;5.31;34.89;49.4;49.74
8/11/2001;64.42;5.29;34.9;49.07;49.84
9/11/2001;65.21;5.3;33.24;49.22;49.55
12/11/2001;65.79;5.26;33.06;49.32;49.37
13/11/2001;67.9;5.26;33.61;49.65;49.98
14/11/2001;65.95;5.36;34.1;50;51.56
15/11/2001;66.12;5.52;34.24;50;52.44
16/11/2001;65.75;5.55;34.99;49.93;52.95
19/11/2001;66.54;5.45;35.1;49.47;53.24
20/11/2001;65.4;5.68;34.97;49;53.54
21/11/2001;64.05;5.65;34.7;48.76;53.55
22/11/2001;64.05;5.65;34.7;48.76;53.55
23/11/2001;64.72;5.53;35.63;49.15;53.4
26/11/2001;65.14;5.45;35.89;48.31;52.29
27/11/2001;63.74;5.49;35.5;47.99;52.26
28/11/2001;62.8;5.59;34.17;46.75;51.76
29/11/2001;64.84;5.61;35.15;47.08;51.4
30/11/2001;64.21;5.73;35.1;46.96;52.99
3/12/2001;64.77;5.49;35;46.53;52.89
4/12/2001;66;5.54;35.38;46.55;52.97
5/12/2001;68.1;5.5;35.89;47.12;54.77
6/12/2001;68.65;5.48;37.11;46.43;56.34
7/12/2001;67.83;5.37;37.3;46.6;55.04
10/12/2001;67.06;5.32;36.9;45.63;54.42
11/12/2001;67.32;5.26;37.07;45.65;55
12/12/2001;67.95;5.43;36.8;45.98;54.5
13/12/2001;66.27;5.47;37;46.23;54.83
14/12/2001;67.44;5.32;37.55;46.25;53.85
17/12/2001;68.98;5.23;37.06;46.15;52.31
18/12/2001;69.27;5.22;37.25;46.5;52.78
19/12/2001;69.49;5.12;37.51;47.49;54.61
20/12/2001;66.76;5.02;38.14;47.76;53.79
21/12/2001;67.54;5.09;38.64;48.78;56.3
24/12/2001;67.27;5.09;38.42;48.37;57.05
25/12/2001;67.27;5.09;38.42;48.37;57.05
26/12/2001;67.68;5.1;38.6;48.52;57.1
27/12/2001;67.85;5.09;38.69;47.94;56.75
28/12/2001;67.87;5.07;39.1;47.17;56.48
31/12/2001;66.25;4.98;38.78;47.15;56.24
1/01/2002;66.25;4.98;38.78;47.15;56.24
2/01/2002;67.04;5.13;38.1;47.47;56.92
3/01/2002;69.23;5.26;38.75;46.85;56.5
4/01/2002;68.9;5.39;40.36;46.43;57
7/01/2002;68.56;5.42;41;45.22;57.19
8/01/2002;69.38;5.41;40.33;44.65;57.35
9/01/2002;68.71;5.44;39.9;44.56;56.54
10/01/2002;69.28;5.49;39.84;44.78;57.03
11/01/2002;68.61;5.49;38.69;45.3;55.43
14/01/2002;68.47;5.58;38.25;44.5;54.7
15/01/2002;69.55;6.56;39.35;44.35;57.3
16/01/2002;67.87;5.72;38.05;43.76;56.14
17/01/2002;69.86;5.77;38.33;45.05;57.38
18/01/2002;66.1;5.75;39.15;45.44;57.55
21/01/2002;66.1;5.75;39.15;45.44;57.55
22/01/2002;64.46;5.77;39.78;45.9;58
23/01/2002;63.74;5.73;39.33;44.78;58.16
24/01/2002;64.6;5.71;40;44.22;58.74
25/01/2002;63.8;5.7;40.48;45.15;58.61
28/01/2002;63.82;5.68;40.9;45.21;58.23
29/01/2002;62.32;5.59;40.23;44;57.8
30/01/2002;62.85;5.55;40;43.85;61
31/01/2002;63.71;5.56;40.95;43.75;59.91
1/02/2002;62.66;5.68;41.46;44.68;60.02
4/02/2002;61.12;5.5;41.1;44.68;59.46
5/02/2002;61.15;5.45;40.9;45.75;59.99
6/02/2002;60.4;5.5;40.98;46.5;60.1
7/02/2002;59.8;5.45;41.06;45.88;60.05
8/02/2002;60.65;5.45;41.7;45.85;59.1
11/02/2002;61.13;5.6;43;46.14;60.44
12/02/2002;60.14;5.61;43.15;46.11;60.16
13/02/2002;61.82;5.58;44.9;46.38;60.4
14/02/2002;61.68;5.67;44.77;46.99;60.48
15/02/2002;60.23;5.62;44.9;46.95;59.51
18/02/2002;60.23;5.62;44.9;46.95;59.51
19/02/2002;58.93;5.64;43.71;46.29;58.34
20/02/2002;59.9;5.51;43.31;46.88;58.53
21/02/2002;58.05;5.62;44.21;46;57.5
22/02/2002;57.99;5.65;44.76;47.3;59.4
25/02/2002;59.08;5.56;44.94;47.37;59.74
26/02/2002;58.55;5.59;45.15;46.99;59.43
27/02/2002;58.39;5.58;45.9;47.48;58.52
28/02/2002;58.34;5.54;45.96;47.39;58.86
1/03/2002;61.37;5.52;47.84;48.41;58.85
4/03/2002;63.3;5.45;49.13;47.77;59.24
5/03/2002;63.08;5.41;48.21;47.6;58.02
6/03/2002;63.63;5.43;49.86;47.54;58.6
7/03/2002;62.72;5.46;48.48;46.95;58.8
8/03/2002;63.95;5.48;49.4;47.85;58.2
11/03/2002;64.34;5.55;50.88;47.58;58.49
12/03/2002;62.54;5.49;50.28;48.09;58.49
13/03/2002;62.1;5.48;49.22;47.95;60.7
14/03/2002;61.22;5.58;47.61;47.89;62.76
15/03/2002;62.49;5.7;47.98;48.64;62.75
18/03/2002;62.14;5.71;47.63;48.67;63.5
19/03/2002;62.23;5.58;48.04;49.2;63.4
20/03/2002;60.1;5.59;47.03;49.41;63.99
21/03/2002;61.36;5.69;47.67;50.4;63.2
22/03/2002;60.45;5.68;46.39;51.25;59.5
25/03/2002;59.23;5.67;45.72;51.75;60.07
26/03/2002;59.08;5.65;45.79;52.6;60.5
27/03/2002;59.44;5.65;47.33;52.29;61
28/03/2002;60.31;5.69;48.25;52.26;60.01
29/03/2002;60.31;5.69;48.25;52.26;60.01
1/04/2002;60.38;5.68;47.92;52.3;58.74
2/04/2002;57.3;5.68;49.09;52.28;57.66
3/04/2002;56.33;5.71;48.73;51.74;58.2
4/04/2002;56.45;5.73;49.08;52.02;58.03
5/04/2002;55.87;5.64;48.29;52.18;58.87
8/04/2002;57.22;5.6;49;53;58.55
9/04/2002;54.87;5.68;48.57;53.35;58.67
10/04/2002;56.3;5.73;49.58;54.22;58.51
11/04/2002;54.79;5.7;48.82;53.14;57.55
12/04/2002;55.93;5.74;48.55;53.36;57.86
15/04/2002;55.69;5.74;47.65;52.39;57.04
16/04/2002;57.81;5.71;48.7;53.88;58.74
17/04/2002;56.63;5.63;45.37;53.92;57.4
18/04/2002;56.37;5.67;43.7;53.71;55.4
19/04/2002;57.2;5.65;42.75;54.91;56.82
22/04/2002;55.59;5.71;43.14;55.3;57
23/04/2002;53.99;5.73;42.5;54.52;57.42
24/04/2002;53.02;5.67;42.4;54.98;56
25/04/2002;53.73;5.6;41.9;54.98;55.49
26/04/2002;51.5;5.67;41.51;54.45;54.75
29/04/2002;52.24;5.6;43.63;54.64;53.9
30/04/2002;52.26;5.69;44.6;55.51;53.33
1/05/2002;52.75;5.75;45.5;57.62;54.68
2/05/2002;51.21;5.78;44.87;57.64;55.23
3/05/2002;49.56;5.74;44.63;56.86;55.34
6/05/2002;48.62;5.66;43.38;56.59;54
7/05/2002;49.47;5.7;43.14;56.65;55.14
8/05/2002;54.97;5.73;44.41;56.5;56.05
9/05/2002;52.12;5.74;44.98;56.5;54.9
10/05/2002;50.05;5.71;43.63;56.36;52.9
13/05/2002;52.69;5.65;44.28;56.89;53.7
14/05/2002;54.88;5.73;45.48;56.65;55.16
15/05/2002;54.75;5.75;44.55;56.69;54.46
16/05/2002;55.74;5.76;45;57.05;55.85
17/05/2002;56.03;5.79;45.42;57;55.84
20/05/2002;54.01;5.73;45.13;56.2;54.4
21/05/2002;52.19;5.71;44.35;55.46;53.76
22/05/2002;53.69;5.69;44.41;56.2;52.75
23/05/2002;54.82;5.75;44.15;56.69;54.75
24/05/2002;53.26;5.75;43.35;56.2;54
27/05/2002;53.26;5.75;43.35;56.2;54
28/05/2002;52.32;5.86;43;54.64;53.7
29/05/2002;52.05;5.76;43;54.15;53.57
30/05/2002;52.64;5.8;43.66;54.39;53.54
31/05/2002;50.91;5.93;42.65;55.56;53.75
3/06/2002;49.42;5.89;41.86;54.03;52.06
4/06/2002;49.98;5.74;41.85;54;50.39
5/06/2002;51.66;5.74;42.54;55.4;50.8
6/06/2002;51.9;5.79;41.96;54.15;50.35
7/06/2002;51.98;5.76;42.76;54.05;50.14
10/06/2002;52.82;5.74;42.92;53.73;50.28
11/06/2002;52.57;5.69;42.5;54;50.4
12/06/2002;55.54;5.68;43.83;54.48;50.35
13/06/2002;54.22;5.65;42.5;54.5;50
14/06/2002;55.25;5.62;42.53;54.85;49.75
17/06/2002;55.68;5.58;44;55.25;52.36
18/06/2002;55.99;5.15;43.78;55.3;53
19/06/2002;54.36;4.97;43.13;55.08;53
20/06/2002;54.1;4.8;43.77;55.72;52
21/06/2002;52.28;4.89;42.97;56;50.75
24/06/2002;54.16;4.74;42.74;56.95;50.9
25/06/2002;52.95;4.56;42.87;55.45;49.6
26/06/2002;54.13;4.42;42.72;55.54;49.08
27/06/2002;54.92;4.63;44.8;56.09;51.42
28/06/2002;54.7;4.82;45;56;53.65
1/07/2002;52.66;4.85;44.6;56.35;54.6
2/07/2002;51.44;4.71;44.54;56.68;54.7
3/07/2002;52.47;4.47;43.77;56.61;55.05
4/07/2002;52.47;4.47;43.77;56.61;55.05
5/07/2002;54.85;4.54;45;56.47;56.28
8/07/2002;52.92;4.58;44.1;57.28;56.76
9/07/2002;53.21;4.52;43.22;56.44;56
10/07/2002;52.24;4.45;40.8;54.7;55.67
11/07/2002;52.91;4.33;41.17;53.11;52.65
12/07/2002;51.86;4.35;40.15;51.05;53.18
15/07/2002;51.8;4.21;39.76;52;52.4
16/07/2002;51.25;4.27;40.87;50.37;54.04
17/07/2002;52;4.36;42.94;50;53.5
18/07/2002;51.11;4.58;41.29;47.93;51.06
19/07/2002;49.56;4.41;39.92;45.09;48.98
22/07/2002;46.31;4.38;38.53;45.89;47.54
23/07/2002;43.01;3.94;38.85;44.58;46.35
24/07/2002;46.23;4.11;41.19;46.85;48.4
25/07/2002;42.83;4.12;42.94;47.56;48.59
26/07/2002;45.35;4.26;42;47.45;48.71
29/07/2002;48.25;4.48;42.03;49.43;50.85
30/07/2002;48.1;4.55;41.65;48.15;50.3
31/07/2002;47.98;4.7;41.52;49.94;49.29
1/08/2002;45.75;4.57;40.63;49.93;47
2/08/2002;44.41;4.5;39.85;50.1;45.48
5/08/2002;43.99;4.29;38.61;48.36;43.91
6/08/2002;45.67;4.12;39.41;47.87;44.6
7/08/2002;47.09;4.18;41.1;49.01;44.56
8/08/2002;48.91;4.32;41.5;50.82;44.99
9/08/2002;48.12;4.35;41;51.1;43.92
12/08/2002;48.47;4.25;40.5;50.81;42.77
13/08/2002;47.05;4.27;37.23;50.26;43
14/08/2002;49.71;4.45;36.35;51.95;44.25
15/08/2002;49.77;4.64;37.49;51.41;45.3
16/08/2002;50;4.6;37.5;52.19;44.05
19/08/2002;52;4.57;38.5;51.7;43.58
20/08/2002;51.04;4.47;37.88;51.63;44.8
21/08/2002;52.28;4.45;37.57;52.74;45.49
22/08/2002;53.23;4.53;38.5;52.4;46.15
23/08/2002;52.22;4.5;37.13;52.7;45.8
26/08/2002;52.1;4.69;36.89;53.01;45.9
27/08/2002;50.84;4.76;37.03;52.52;45.31
28/08/2002;49.38;4.77;37.53;51.28;44.53
29/08/2002;50.58;4.79;37.17;50.4;42.98
30/08/2002;49.08;4.81;37.07;51;43.18
2/09/2002;49.08;4.81;37.07;51;43.18
3/09/2002;47.02;4.4;35.46;49.92;42.18
4/09/2002;48.21;4.35;36.85;50.5;42.17
5/09/2002;45.91;4.42;36.03;49.35;41.87
6/09/2002;47.82;4.49;37.21;49.89;41.88
9/09/2002;48.7;4.44;37.35;50.35;40.95
10/09/2002;49.79;4.5;37.18;50.97;42.13
11/09/2002;48.58;4.54;37.08;51.1;43
12/09/2002;47.15;4.53;36.45;49.55;41.78
13/09/2002;47.91;4.74;35.58;49.65;41.73
16/09/2002;47.78;4.74;37.23;50.68;42.21
17/09/2002;47.29;4.68;36.29;48.95;41.7
18/09/2002;47.75;4.53;36.77;49.3;43.05
19/09/2002;47.2;4.5;35.52;47.67;44.01
20/09/2002;47.46;4.45;36.48;47.52;44.1
23/09/2002;45.23;4.26;35.4;47;42.3
24/09/2002;45.64;4.32;34.96;47.2;42.21
25/09/2002;46.51;4.49;35.41;48.49;44.37
26/09/2002;46.2;4.49;36.55;48.43;45.61
27/09/2002;45.25;4.5;34.7;48.49;43.86
30/09/2002;43.74;4.5;34.13;47.96;43.18
1/10/2002;46.23;4.51;36;50.06;43.48
2/10/2002;45.61;4.6;34.38;49.9;43.1
3/10/2002;44.71;4.23;34.31;50.62;42.04
4/10/2002;43.77;3.91;32.01;50.9;41.94
7/10/2002;44.05;3.9;32.38;50.13;39.96
8/10/2002;44.99;3.87;32.01;52.12;40.01
9/10/2002;43.99;3.85;30.44;51.63;39.32
10/10/2002;46.38;3.87;31.35;51.46;39.83
11/10/2002;48.87;3.85;32;51.45;41.86
14/10/2002;49.29;3.9;31.06;52.55;42.58
15/10/2002;52.29;4.05;32.15;52.48;44.95
16/10/2002;50.41;4.05;30.5;47.2;43.08
17/10/2002;50.77;4.1;29.98;45.9;44.5
18/10/2002;53.15;3.95;29;46.39;43.45
21/10/2002;52.51;3.88;30.36;48;45.54
22/10/2002;51.67;3.79;30.14;47.88;45.3
23/10/2002;53.2;3.83;30.7;47.94;45.24
